split,path,stem,video_id,seq_stem,y,w_start,w_end,fps,overlap_frames,overlap_frac,valid_frac,avg_conf,valid_conf_mean,frame_valid_min,frame_valid_p10,low_frame_frac_25,low_frame_frac_50,zero_valid_frames,motion_mag_mean,motion_mag_p95,low_quality
train,train\Subject.10__Fall_backwards__ba208b73__w000120_000167.npz,Subject.10__Fall_backwards__ba208b73__w000120_000167,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,120,167,23.0,48,1.0,0.8819444179534912,0.7249800562858582,0.8137004375457764,0.6666666666666666,0.7272727272727273,0.0,0.0,0,0.09607274830341339,0.5049679428339005,False
train,train\Subject.10__Fall_backwards__ba208b73__w000132_000179.npz,Subject.10__Fall_backwards__ba208b73__w000132_000179,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,132,179,23.0,48,1.0,0.8383838534355164,0.6602977514266968,0.775789737701416,0.6666666666666666,0.7272727272727273,0.0,0.0,0,0.11616169661283493,0.5143730491399765,False
train,train\Subject.10__Fall_backwards__ba208b73__w000144_000191.npz,Subject.10__Fall_backwards__ba208b73__w000144_000191,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,144,191,23.0,48,1.0,0.8390151262283325,0.647548496723175,0.7605035901069641,0.6666666666666666,0.7272727272727273,0.0,0.0,0,0.11429861187934875,0.5139233767986296,False
train,train\Subject.10__Fall_backwards__ba208b73__w000156_000203.npz,Subject.10__Fall_backwards__ba208b73__w000156_000203,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,156,203,23.0,48,1.0,0.8869949579238892,0.7159268260002136,0.8011698126792908,0.6666666666666666,0.7575757575757576,0.0,0.0,0,0.09622688591480255,0.5019789218902587,False
train,train\Subject.10__Fall_backwards__ba208b73__w000168_000215.npz,Subject.10__Fall_backwards__ba208b73__w000168_000215,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,168,215,23.0,48,1.0,0.9450757503509521,0.8118544816970825,0.8555147647857666,0.7272727272727273,0.7575757575757576,0.0,0.0,0,0.04194505885243416,0.09290238954126818,False
train,train\Subject.10__Fall_backwards__ba208b73__w000180_000227.npz,Subject.10__Fall_backwards__ba208b73__w000180_000227,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,180,227,23.0,48,1.0,0.9886363744735718,0.8728024959564209,0.8820440769195557,0.9393939393939394,0.9696969696969697,0.0,0.0,0,0.023780912160873413,0.06330517753958702,False
train,train\Subject.10__Fall_backwards__ba208b73__w000192_000239.npz,Subject.10__Fall_backwards__ba208b73__w000192_000239,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,192,239,23.0,48,1.0,0.998106062412262,0.900519609451294,0.9020152688026428,0.9696969696969697,1.0,0.0,0.0,0,0.020259585231542587,0.056694564595818474,False
train,train\Subject.10__Fall_backwards__ba208b73__w000204_000251.npz,Subject.10__Fall_backwards__ba208b73__w000204_000251,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,204,251,23.0,48,1.0,1.0,0.8965768814086914,0.8965768814086914,1.0,1.0,0.0,0.0,0,0.015675336122512817,0.03843337818980216,False
train,train\Subject.10__Fall_backwards__ba208b73__w000216_000263.npz,Subject.10__Fall_backwards__ba208b73__w000216_000263,Subject.10/Fall backwards,Subject.10__Fall_backwards__ba208b73,1,216,263,23.0,48,1.0,1.0,0.8733037114143372,0.8733037114143372,1.0,1.0,0.0,0.0,0,0.018071172758936882,0.048030090890824696,False
train,train\Subject.10__Fall_forward__7071261d__w000000_000047.npz,Subject.10__Fall_forward__7071261d__w000000_000047,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,0,0,47,23.0,0,0.0,0.9614899158477783,0.7924575209617615,0.8214008808135986,0.8787878787878788,0.9,0.0,0.0,0,0.09475085884332657,0.4330514490604397,False
train,train\Subject.10__Fall_forward__7071261d__w000012_000059.npz,Subject.10__Fall_forward__7071261d__w000012_000059,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,12,59,23.0,7,0.1458333283662796,0.8970959782600403,0.7029016613960266,0.7778698205947876,0.5757575757575758,0.7181818181818183,0.0,0.0,0,0.1309170424938202,0.4857948169112205,False
train,train\Subject.10__Fall_forward__7071261d__w000024_000071.npz,Subject.10__Fall_forward__7071261d__w000024_000071,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,24,71,23.0,19,0.3958333432674408,0.8863636255264282,0.6855977177619934,0.766758382320404,0.5757575757575758,0.7181818181818183,0.0,0.0,0,0.14184561371803284,0.4871382430195807,False
train,train\Subject.10__Fall_forward__7071261d__w000036_000083.npz,Subject.10__Fall_forward__7071261d__w000036_000083,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,36,83,23.0,31,0.6458333134651184,0.8800504803657532,0.6655500531196594,0.749658465385437,0.5757575757575758,0.7181818181818183,0.0,0.0,0,0.12594352662563324,0.48704857230186444,False
train,train\Subject.10__Fall_forward__7071261d__w000048_000095.npz,Subject.10__Fall_forward__7071261d__w000048_000095,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,48,95,23.0,43,0.8958333134651184,0.8914141654968262,0.7146273255348206,0.7952930927276611,0.5757575757575758,0.7181818181818183,0.0,0.0,0,0.07599011063575745,0.29275923222303385,False
train,train\Subject.10__Fall_forward__7071261d__w000060_000107.npz,Subject.10__Fall_forward__7071261d__w000060_000107,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,60,107,23.0,48,1.0,0.9501262903213501,0.7707462310791016,0.8069232106208801,0.8484848484848485,0.8787878787878788,0.0,0.0,0,0.03930297866463661,0.10207238681614393,False
train,train\Subject.10__Fall_forward__7071261d__w000072_000119.npz,Subject.10__Fall_forward__7071261d__w000072_000119,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,72,119,23.0,48,1.0,0.9387626051902771,0.7363221049308777,0.7786113023757935,0.8484848484848485,0.8484848484848485,0.0,0.0,0,0.028033806011080742,0.05843203850090504,False
train,train\Subject.10__Fall_forward__7071261d__w000084_000131.npz,Subject.10__Fall_forward__7071261d__w000084_000131,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,84,131,23.0,48,1.0,0.9539141654968262,0.7394177913665771,0.7703106999397278,0.8484848484848485,0.8696969696969697,0.0,0.0,0,0.02571536786854267,0.06884106844663615,False
train,train\Subject.10__Fall_forward__7071261d__w000096_000143.npz,Subject.10__Fall_forward__7071261d__w000096_000143,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,96,143,23.0,48,1.0,0.9583333134651184,0.7399852871894836,0.7678948044776917,0.8484848484848485,0.8696969696969697,0.0,0.0,0,0.020037254318594933,0.04203746430575833,False
train,train\Subject.10__Fall_forward__7071261d__w000108_000155.npz,Subject.10__Fall_forward__7071261d__w000108_000155,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,108,155,23.0,48,1.0,0.9507575631141663,0.7352555394172668,0.7684909701347351,0.8484848484848485,0.9,0.0,0.0,0,0.02136988192796707,0.0544185098260641,False
train,train\Subject.10__Fall_forward__7071261d__w000120_000167.npz,Subject.10__Fall_forward__7071261d__w000120_000167,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,120,167,23.0,48,1.0,0.9507575631141663,0.7642213702201843,0.7986578941345215,0.8787878787878788,0.9090909090909091,0.0,0.0,0,0.016281260177493095,0.05174041353166103,False
train,train\Subject.10__Fall_forward__7071261d__w000132_000179.npz,Subject.10__Fall_forward__7071261d__w000132_000179,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,132,179,23.0,48,1.0,0.9160353541374207,0.7479525208473206,0.8083445429801941,0.7575757575757576,0.7878787878787878,0.0,0.0,0,0.020845329388976097,0.03863602466881272,False
train,train\Subject.10__Fall_forward__7071261d__w000144_000191.npz,Subject.10__Fall_forward__7071261d__w000144_000191,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,144,191,23.0,48,1.0,0.8838383555412292,0.7318907380104065,0.818897008895874,0.7575757575757576,0.7878787878787878,0.0,0.0,0,0.02160848118364811,0.03857424650341272,False
train,train\Subject.10__Fall_forward__7071261d__w000156_000203.npz,Subject.10__Fall_forward__7071261d__w000156_000203,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,156,203,23.0,48,1.0,0.872474730014801,0.7390178442001343,0.8369759917259216,0.7575757575757576,0.7878787878787878,0.0,0.0,0,0.026040446013212204,0.03855203744024038,False
train,train\Subject.10__Fall_forward__7071261d__w000168_000215.npz,Subject.10__Fall_forward__7071261d__w000168_000215,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,168,215,23.0,48,1.0,0.8939393758773804,0.7596122622489929,0.8425843119621277,0.7575757575757576,0.7878787878787878,0.0,0.0,0,0.029152121394872665,0.05003029890358446,False
train,train\Subject.10__Fall_forward__7071261d__w000180_000227.npz,Subject.10__Fall_forward__7071261d__w000180_000227,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,180,227,23.0,48,1.0,0.9261363744735718,0.8008752465248108,0.85986328125,0.7878787878787878,0.8484848484848485,0.0,0.0,0,0.025418078526854515,0.05171829257160419,False
train,train\Subject.10__Fall_forward__7071261d__w000192_000239.npz,Subject.10__Fall_forward__7071261d__w000192_000239,Subject.10/Fall forward,Subject.10__Fall_forward__7071261d,1,192,239,23.0,48,1.0,0.9614899158477783,0.8451727628707886,0.8751581311225891,0.8484848484848485,0.9090909090909091,0.0,0.0,0,0.025833748281002045,0.054473312385380224,False
train,train\Subject.10__Fall_left__ed17846b__w000000_000047.npz,Subject.10__Fall_left__ed17846b__w000000_000047,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,0,0,47,23.0,0,0.0,0.8390151262283325,0.7233155369758606,0.8537724614143372,0.7272727272727273,0.8,0.0,0.0,0,0.06000129505991936,0.15040319114923473,False
train,train\Subject.10__Fall_left__ed17846b__w000012_000059.npz,Subject.10__Fall_left__ed17846b__w000012_000059,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,12,59,23.0,10,0.2083333283662796,0.8390151262283325,0.7068042755126953,0.8356772661209106,0.7272727272727273,0.8,0.0,0.0,0,0.07037632167339325,0.16949211657047264,False
train,train\Subject.10__Fall_left__ed17846b__w000024_000071.npz,Subject.10__Fall_left__ed17846b__w000024_000071,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,24,71,23.0,22,0.4583333432674408,0.8453282713890076,0.6858805418014526,0.8064343929290771,0.696969696969697,0.8181818181818182,0.0,0.0,0,0.07144276797771454,0.1647492237389086,False
train,train\Subject.10__Fall_left__ed17846b__w000036_000083.npz,Subject.10__Fall_left__ed17846b__w000036_000083,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,36,83,23.0,34,0.7083333134651184,0.8023989796638489,0.6198428869247437,0.76665198802948,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.08404480665922165,0.3182351991534224,False
train,train\Subject.10__Fall_left__ed17846b__w000048_000095.npz,Subject.10__Fall_left__ed17846b__w000048_000095,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,48,95,23.0,46,0.9583333134651184,0.7657828330993652,0.5612897276878357,0.7274783253669739,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.11921162158250809,0.6875861734151839,False
train,train\Subject.10__Fall_left__ed17846b__w000060_000107.npz,Subject.10__Fall_left__ed17846b__w000060_000107,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,60,107,23.0,48,1.0,0.7361111044883728,0.5333856344223022,0.7163084745407104,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.12006805837154388,0.7108371138572692,False
train,train\Subject.10__Fall_left__ed17846b__w000072_000119.npz,Subject.10__Fall_left__ed17846b__w000072_000119,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,72,119,23.0,48,1.0,0.7026515007019043,0.5197995901107788,0.7284197807312012,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.1101476401090622,0.7100878298282622,False
train,train\Subject.10__Fall_left__ed17846b__w000084_000131.npz,Subject.10__Fall_left__ed17846b__w000084_000131,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,84,131,23.0,48,1.0,0.7184343338012695,0.5365707874298096,0.7370205521583557,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.08830193430185318,0.5766326338052747,False
train,train\Subject.10__Fall_left__ed17846b__w000096_000143.npz,Subject.10__Fall_left__ed17846b__w000096_000143,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,96,143,23.0,48,1.0,0.7411616444587708,0.5765435099601746,0.7682552337646484,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.04468223825097084,0.061351351253688326,False
train,train\Subject.10__Fall_left__ed17846b__w000108_000155.npz,Subject.10__Fall_left__ed17846b__w000108_000155,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,108,155,23.0,48,1.0,0.7948232293128967,0.6224385499954224,0.7762616276741028,0.6666666666666666,0.6666666666666666,0.0,0.0,0,0.0479855015873909,0.11703072413802068,False
train,train\Subject.10__Fall_left__ed17846b__w000120_000167.npz,Subject.10__Fall_left__ed17846b__w000120_000167,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,120,167,23.0,48,1.0,0.8535353541374207,0.6466423869132996,0.753757894039154,0.7272727272727273,0.7272727272727273,0.0,0.0,0,0.11850550770759583,0.5955766052007674,False
train,train\Subject.10__Fall_left__ed17846b__w000132_000179.npz,Subject.10__Fall_left__ed17846b__w000132_000179,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,132,179,23.0,48,1.0,0.8573232293128967,0.6651563048362732,0.7697849869728088,0.6363636363636364,0.7272727272727273,0.0,0.0,0,0.15287287533283234,0.6247802704572677,False
train,train\Subject.10__Fall_left__ed17846b__w000144_000191.npz,Subject.10__Fall_left__ed17846b__w000144_000191,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,144,191,23.0,48,1.0,0.8131313323974609,0.6335853934288025,0.7687152624130249,0.5151515151515151,0.5878787878787879,0.0,0.0,0,0.17640894651412964,0.6493728220462798,False
train,train\Subject.10__Fall_left__ed17846b__w000156_000203.npz,Subject.10__Fall_left__ed17846b__w000156_000203,Subject.10/Fall left,Subject.10__Fall_left__ed17846b,1,156,203,23.0,48,1.0,0.8125,0.6389464735984802,0.7761634588241577,0.5151515151515151,0.5878787878787879,0.0,0.0,0,0.18165799975395203,0.6541709631681442,False
train,train\Subject.10__Fall_right__8c86f675__w000000_000047.npz,Subject.10__Fall_right__8c86f675__w000000_000047,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,0,0,47,23.0,0,0.0,0.8522727489471436,0.7943025231361389,0.9176000356674194,0.696969696969697,0.8181818181818182,0.0,0.0,0,0.0471753291785717,0.07236222177743909,False
train,train\Subject.10__Fall_right__8c86f675__w000012_000059.npz,Subject.10__Fall_right__8c86f675__w000012_000059,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,0,12,59,23.0,0,0.0,0.8566918969154358,0.8121829628944397,0.933873176574707,0.8181818181818182,0.8181818181818182,0.0,0.0,0,0.054028868675231934,0.09504281394183624,False
train,train\Subject.10__Fall_right__8c86f675__w000024_000071.npz,Subject.10__Fall_right__8c86f675__w000024_000071,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,0,24,71,23.0,0,0.0,0.8598484992980957,0.7793095111846924,0.8949505090713501,0.7878787878787878,0.8181818181818182,0.0,0.0,0,0.06838255375623703,0.14946515038609498,False
train,train\Subject.10__Fall_right__8c86f675__w000036_000083.npz,Subject.10__Fall_right__8c86f675__w000036_000083,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,36,83,23.0,10,0.2083333283662796,0.8409090638160706,0.7264695763587952,0.8524873852729797,0.696969696969697,0.7575757575757576,0.0,0.0,0,0.08655120432376862,0.21334784924983968,False
train,train\Subject.10__Fall_right__8c86f675__w000048_000095.npz,Subject.10__Fall_right__8c86f675__w000048_000095,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,48,95,23.0,22,0.4583333432674408,0.8535353541374207,0.7029834985733032,0.8139092326164246,0.696969696969697,0.7393939393939394,0.0,0.0,0,0.08608689904212952,0.21334784924983968,False
train,train\Subject.10__Fall_right__8c86f675__w000060_000107.npz,Subject.10__Fall_right__8c86f675__w000060_000107,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,60,107,23.0,34,0.7083333134651184,0.8661616444587708,0.692453920841217,0.7906755805015564,0.696969696969697,0.7393939393939394,0.0,0.0,0,0.0846361294388771,0.2400035075843331,False
train,train\Subject.10__Fall_right__8c86f675__w000072_000119.npz,Subject.10__Fall_right__8c86f675__w000072_000119,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,72,119,23.0,46,0.9583333134651184,0.877525269985199,0.7052643299102783,0.7950609922409058,0.696969696969697,0.7393939393939394,0.0,0.0,0,0.06236494332551956,0.15221293196082114,False
train,train\Subject.10__Fall_right__8c86f675__w000084_000131.npz,Subject.10__Fall_right__8c86f675__w000084_000131,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,84,131,23.0,48,1.0,0.9229797720909119,0.7399683594703674,0.795001208782196,0.696969696969697,0.8787878787878788,0.0,0.0,0,0.04020695760846138,0.08174789734184734,False
train,train\Subject.10__Fall_right__8c86f675__w000096_000143.npz,Subject.10__Fall_right__8c86f675__w000096_000143,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,96,143,23.0,48,1.0,0.9324495196342468,0.7496380805969238,0.7980725765228271,0.8787878787878788,0.8787878787878788,0.0,0.0,0,0.032225385308265686,0.05731883198022838,False
train,train\Subject.10__Fall_right__8c86f675__w000108_000155.npz,Subject.10__Fall_right__8c86f675__w000108_000155,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,108,155,23.0,48,1.0,0.9412878751754761,0.7452660799026489,0.7881073951721191,0.8181818181818182,0.9090909090909091,0.0,0.0,0,0.025047222152352333,0.048791963048279284,False
train,train\Subject.10__Fall_right__8c86f675__w000120_000167.npz,Subject.10__Fall_right__8c86f675__w000120_000167,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,120,167,23.0,48,1.0,0.9116161465644836,0.6996504664421082,0.7622228264808655,0.7575757575757576,0.8181818181818182,0.0,0.0,0,0.025057995691895485,0.04337156061083077,False
train,train\Subject.10__Fall_right__8c86f675__w000132_000179.npz,Subject.10__Fall_right__8c86f675__w000132_000179,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,132,179,23.0,48,1.0,0.8964646458625793,0.6685651540756226,0.738702118396759,0.7575757575757576,0.8181818181818182,0.0,0.0,0,0.026177890598773956,0.03893909510225056,False
train,train\Subject.10__Fall_right__8c86f675__w000144_000191.npz,Subject.10__Fall_right__8c86f675__w000144_000191,Subject.10/Fall right,Subject.10__Fall_right__8c86f675,1,144,191,23.0,48,1.0,0.8270202279090881,0.6101873517036438,0.725256085395813,0.6060606060606061,0.6272727272727273,0.0,0.0,0,0.03565272316336632,0.04137236457318067,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000000_000047.npz,Subject.10__Fall_sitting__1f2765d1__w000000_000047,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,0,0,47,23.0,0,0.0,0.8093434572219849,0.633756160736084,0.7706965208053589,0.6363636363636364,0.7272727272727273,0.0,0.0,0,0.11704951524734497,0.3925163984298703,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000012_000059.npz,Subject.10__Fall_sitting__1f2765d1__w000012_000059,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,0,12,59,23.0,0,0.0,0.754419207572937,0.5944459438323975,0.7728132605552673,0.5151515151515151,0.6060606060606061,0.0,0.0,0,0.11894947290420532,0.5201649188995342,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000024_000071.npz,Subject.10__Fall_sitting__1f2765d1__w000024_000071,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,0,24,71,23.0,0,0.0,0.7803030014038086,0.6006761193275452,0.7565255165100098,0.5151515151515151,0.6060606060606061,0.0,0.0,0,0.15334999561309814,0.7307384759187695,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000036_000083.npz,Subject.10__Fall_sitting__1f2765d1__w000036_000083,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,36,83,23.0,8,0.1666666716337204,0.8251262903213501,0.6325746178627014,0.7565357685089111,0.5151515151515151,0.6060606060606061,0.0,0.0,0,0.15868650376796722,0.7307384759187695,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000048_000095.npz,Subject.10__Fall_sitting__1f2765d1__w000048_000095,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,48,95,23.0,20,0.4166666567325592,0.8648989796638489,0.6859304904937744,0.7859986424446106,0.5151515151515151,0.6060606060606061,0.0,0.0,0,0.15872643887996674,0.6860283792018889,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000060_000107.npz,Subject.10__Fall_sitting__1f2765d1__w000060_000107,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,60,107,23.0,32,0.6666666865348816,0.9570707082748413,0.7586320042610168,0.7894994020462036,0.6060606060606061,0.8787878787878788,0.0,0.0,0,0.13059645891189575,0.4706362724304198,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000072_000119.npz,Subject.10__Fall_sitting__1f2765d1__w000072_000119,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,72,119,23.0,44,0.9166666865348816,0.9823232293128967,0.8182064294815063,0.8314288854598999,0.8787878787878788,0.9393939393939394,0.0,0.0,0,0.07167451083660126,0.16894511282443994,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000084_000131.npz,Subject.10__Fall_sitting__1f2765d1__w000084_000131,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,84,131,23.0,48,1.0,0.9861111044883728,0.8437037467956543,0.854587197303772,0.9393939393939394,0.9606060606060607,0.0,0.0,0,0.06815604865550995,0.16936033219099042,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000096_000143.npz,Subject.10__Fall_sitting__1f2765d1__w000096_000143,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,96,143,23.0,48,1.0,0.9797979593276978,0.8231150507926941,0.8387042880058289,0.8787878787878788,0.9393939393939394,0.0,0.0,0,0.06475057452917099,0.1634853847324848,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000108_000155.npz,Subject.10__Fall_sitting__1f2765d1__w000108_000155,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,108,155,23.0,48,1.0,0.9501262903213501,0.8163418173789978,0.8569326400756836,0.8181818181818182,0.8484848484848485,0.0,0.0,0,0.06274276226758957,0.1634938709437847,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000120_000167.npz,Subject.10__Fall_sitting__1f2765d1__w000120_000167,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,120,167,23.0,48,1.0,0.9261363744735718,0.7993724346160889,0.8584327101707458,0.8181818181818182,0.8393939393939395,0.0,0.0,0,0.06144854053854942,0.1634938709437847,False
train,train\Subject.10__Fall_sitting__1f2765d1__w000132_000179.npz,Subject.10__Fall_sitting__1f2765d1__w000132_000179,Subject.10/Fall sitting,Subject.10__Fall_sitting__1f2765d1,1,132,179,23.0,48,1.0,0.9071969985961914,0.8026696443557739,0.8763900995254517,0.8181818181818182,0.8393939393939395,0.0,0.0,0,0.05693088844418526,0.12044194042682639,False
